"1", "", ""
"3", "", ""
"4", "", ""
"145", "Vrhne ohnivou kouli, která způsobí $s1 ohnivého poškození a dodatečně $o2 ohnivého poškození po $d.", "$s2 ohnivého zranění každé $t2 sekundy."
"168", "Zvyšuje brnění o $s1. Pokud nepřítel udeří sesilatele, může se jeho pohyb zpomalit o $6136s2 % a doba mezi útoky se prodloužit o $6136s1 % na $6136d. Na mága může být kdykoli aktivní pouze jeden typ kouzla brnění. Trvá $d.", "Zvyšuje brnění a může zpomalit útočníky."
"172", "Zkažení cíle způsobí $o1 stínového poškození po $d.", "$s1 stínové poškození každou $t1 sekundu."
"179", "Umístí na přátelský cíl ochranný štít, čímž zvyšuje odolnost proti ohni o $m1.", ""
"184", "Obklopí spojenca šítom z plameňov ktorý spôsobuje $3053s1 Ohnivého poškodenia blízkym nepriateľom každé $t1 sekundy.  Trvá $d.", "Spôsobenie $3053s1 Ohnivého poškodenia blízkym nepriateľom každé $t1 sekundy."
"196", "", ""
"197", "", ""
"198", "", ""
"199", "", ""
"200", "", ""
"201", "", ""
"202", "", ""
"203", "", ""
"204", "", ""
"205", "Vypustí blesk mrazu na nepřítele způsobící $s2 mrazivého poškození a snížení rychlosti pohybu o $s1% na $d.", "Rychlost pohybu snížena o $s1%."
"227", "", ""
"228", "Přemnění nepřítele v kuře které nemůže kouzlit, a působí $s3% poškození za $d.", "Nemůže kouzlit a způsobuje zranění $s3%."
"246", "Snižuje rychlost pohybu nepřítele o $s2% a rychlost jeho útoku o $s1% na $d.", "Snižuje rychlost pohybu o $s2% a rychlost útoku o $s1%."
"255", "", ""
"260", "", ""
"261", "", ""
"262", "", ""
"263", "", ""
"264", "", ""
"265", "Zabije všechny nepřátele v dosahu 30ti yardů.  Podvodník.", ""
"266", "", ""
"269", "", ""
"271", "", ""
"278", "", ""
"279", "", ""
"284", "Silný útok, který zvyšuje melee poškození o $s1 a způsobuje hodně ohrožení.", ""
"285", "Silný útok, který zvyšuje melee poškození o $s1 a způsobuje hodně ohrožení.", ""
"302", "", ""
"308", "Vyzývá duchy k obraně cíle a zvyšuje brnění o $s1 na $d.", ""
"315", "Spálí cíl roztaveným ohněm a způsobí $s1 požární poškození.", ""
"324", "Sesilatel je obklopen $n koulemi blesku. Když na sesilatele zasáhne kouzlo, útok na blízko nebo na dálku, útočník bude zasažen $26364s1 Přírodní poškození. To vynaloží jednu bleskovou kouli. Každých pár sekund vystřelí pouze jedna koule. Trvá $d.", "Způsobí $26364s1 Přírodní poškození útočníkovi při zásahu."
"325", "Sesilatel je obklopen $n koulemi blesku. Když sesilatele zasáhne kouzlo, útok na blízko nebo útok na dálku, bude útočník zasažen $26365s1 Přírodní poškození. To vynaloží jednu bleskovou kouli. Každých pár sekund vystřelí pouze jedna koule. Trvá $d.", "Způsobí $26365s1 Při zásahu $26365s1 Přírodní poškození."
"331", "Vyléčí přátelský cíl za $s1.", ""
"332", "Vyléčí přátelský cíl za $s1.", ""
"339", "Zakoření cíl na místě a způsobí $o2 poškození přírody přes $d. Způsobené poškození může přerušit účinek. Použitelné pouze venku.", "Zakořeněno. Způsobí $s2 poškození přírody každých $t2 sekund."
"344", "Zvyšuje stamina cíle o $s1 na $d.", ""
"348", "Podpálí nepřítele za  $s2 ohnivého poškození a pak další $o1 ohnivého poškození za  $d.", "$s1 Ohnivého poškození za  $t1 sekund"
"355", "Pokud se nepříteli posmíváš zaútočí na tebe, ale nemá to účinek, pokud na tebe už útočí.", "Vysmáto."
"365", "Naplňuje cíl duchy starověku, zvyšuje $ghis:ji; Sílu o $s1 na $d.", ""
"370", "Vyčistí nepřátelský cíl a odstraní $m1 magické $leffect:efekty;.", ""
"379", "", ""
"403", "Vykouzlí střelu blesku na cíl za $s1 Přírodního poškození.", ""
"408", "Zakončovací pohyb, který omráčí nepřítele  Lasts longer per combo point:   1 bod : 1 sekunda   2 body: 2 sekundy   3 body: 3 sekundy   4 body: 4 sekundy   5 body: 5 sekund", "Omráčený."
"409", "", ""
"410", "", ""
"411", "", ""
"421", "Vrhne Bleskovou střelu na nepřítele,dodá $s1 Přírodního poškození a pak odskočí na další blízké nepřátele.Každý skok redukuje poškození o  30%. Ovlivní $x1 celkových cílů", ""
"424", "", ""
"427", "Teleport do klášteru!!!", ""
"428", "", ""
"430", "Obnovuje $o1 many přes $d. Při pití musí zůstat sedět.", "Obnovuje $/5;s1 many za sekundu."
"431", "Obnovuje $o1 many přes $d. Při pití musí zůstat sedět.", "Obnovuje $/5;s1 many za sekundu."
"432", "Obnovuje $o1 many přes $d. Při pití musí zůstat sedět.", "Obnovuje $/5;s1 many za sekundu."
"433", "Obnovuje $o1 života během $d. Musíš zůstat sedět zatímco jíš.", "Obnovuje $/5;s1 života za sekundu."
"434", "Obnovuje $o1 života během $d. Musíš zůstat sedět zatímco jíš.", "Obnovuje $/5;s1 života za sekundu."
"435", "Obnovuje $o1 života během $d. Musíš zůstat sedět zatímco jíš.", "Obnovuje $/5;s1 života za sekundu."
"436", "Obnoví $s1 many.", ""
"437", "Obnoví $s1 many.", ""
"438", "Obnoví $s1 many.", ""
"439", "Obnoví $s1 života.", ""
"440", "Obnoví $s1 života.", ""
"441", "Obnoví $s1 života.", ""
"442", "teleportuje do Northshire Abbey!!!", ""
"443", "Teleportuje do Kasáren!!!", ""
"444", "Teleportuje do Majáku!!!", ""
"445", "Teleport do Darkshire!!!", ""
"446", "Teleporty na hřbitov!!!", ""
"447", "Teleportuje do Treant!!!", ""
"448", "", ""
"450", "", ""
"451", "Jediné slovo temnoty umlčí cíl a zabrání seslání kouzla na $d.", ""
"453", "Uklidňuje cíl, snižuje dosah, na který na vás zaútočí, o $s1 yardů. Ovlivňuje pouze humanoidní cíle úrovně $v nebo nižší. Trvá $d.", "Snížená vzdálenost, na kterou cíl zaútočí."
"454", "", ""
"455", "Obnovte manu cíle.", ""
"456", "", ""
"457", "", ""
"458", "Přivolá nebo odvolá Hnědého koně.", "Zvyšuje rychlost pohybu o $s2%."
"459", "Přivolá a odvolá Šedého vlka.", "Zvyšuje rychlost pohybu o $s2%."
"461", "", ""
"463", "", ""
"464", "", ""
"465", "Dává $s1 dodatečné zvýšení hodnoty zbroje všem členům skupiny v okruhu $a1 yardů.  Hráči mohou mít aktivní jen jednu auru od každého paladina.", "Zvyšuje hodnotu zbroje o $s1."
"466", "", ""
"467", "Trny vyraší z těla, způsobují $s1 přírodního zranění útočníku když zasáhne. Trvá $d sekund.", "Způsobí $s1 přírodního zranění útočníkovi."
"468", "Přivolá nebo odvolá Bílého hřebce.", "Zvyšuje rychlost pohybu o $s2%."
"469", "", ""
"470", "Přivolá nebo odvolá Černého hřebce.", "Zvyšuje rychlost pohybu o $s2%."
"471", "Přivolá a vyřadí pojízdné palomino.", "Zvyšuje rychlost o $s2%."
"472", "Přivolá a vyřadí pojízdného pinto.", "Zvyšuje rychlost o $s2%."
"474", "Snižuje obratnost cíle o $s1.", ""
"475", "Odstraní $m1 kletbu z přátelského cíle.", ""
"476", "Učí Frost Shield (1. pozice).", ""
"477", "Učí Polymorf: Prase.", ""
"478", "Učí Frostbolt (1. pozice).", ""
"479", "", ""
"480", "", ""
"481", "Učí vodní živly (2. pozice).", ""
"482", "", ""
"483", "Naučí Ohnivou kouli (Úroveň 2).", ""
"484", "Učí Frost Armor (Rank 2).", ""
"485", "Učí řetězy ledu (1. pozice).", ""
"486", "Učí odstranit kletbu.", ""
"487", "Učí pomalu (1. pozice).", ""
"488", "Učí vodní dýchání.", ""
"489", "", ""
"490", "Učí Frost Shield (Rank 2).", ""
"491", "Magicky odemkne truhly a jiné zamčené předměty.", ""
"492", "Učí mana totem.", ""
"493", "Učí Khadgarovo odemykání (1. pozice).", ""
"494", "Učí Frostbolt (2. pozice).", ""
"495", "Učí Polymorf: Ovce.", ""
"496", "Učí odčerpávat manu (1. pozice).", ""
"497", "Učí Frost Nova (1. pozice).", ""
"498", "Jste chráněni před všemi fyzickými útoky a kouzly po dobu $d, ale během této doby nemůžete sami útočit ani používat fyzické schopnosti. Jakmile je cíl chráněn, nelze jej znovu učinit nezranitelným pomocí Divine Shield, Divine Protection nebo Blessing of Protection po dobu $25771d.", "Imunitní vůči všem útokům a kouzlům. Nemůže útočit ani používat fyzické schopnosti."
"499", "", ""
"500", "", ""
"501", "Učí agitační totem (2. pozice).", ""
"502", "Učí Fireball (3. pozice).", ""
"503", "", ""
"504", "Učí pečeť ochrany (Rank 2).", ""
"506", "Učí ledové brnění (1. pozice).", ""
"507", "Snižuje obratnost cíle o $s1.", ""
"508", "", ""
"509", "", ""
"512", "Zformuje Ledové řetězy okolo cíle, uzamkne ho na místě na $d.", "Zakořeněný na místě."
"513", "", ""
"514", "", ""
"515", "Učí menší neviditelnost.", ""
"517", "Učí Blink (Hodnocení 1).", ""
"518", "Vyvolá jednoho z Fankrissova klubin Ahn'Qiraj.", ""
"519", "Učí Ghost Wolf (Rank 2).", ""
"520", "Učí řetězy ledu (2. pozice).", ""
"521", "Učí Moonfire (Rank 7).", ""
"522", "", ""
"526", "Léčí $s1 jed $leffect:účinky; na cíl.", ""
"527", "Rozptýlí magii na cíli, odstraní $s1 škodlivý $lspell:spells; z přítele nebo $s1 prospěšný $lspell:spells; z nepřítele.", ""
"528", "Odstraní $s1 $ldisease:nemoci; z přátelského cíle.", ""
"529", "Vykouzlí střelu blesku na cíl za $s1 Přírodního poškození.", ""
"530", "", ""
"531", "Učí Lightning Bolt (Rank 2).", ""
"532", "Učí Lightning Shield (1. pozice).", ""
"533", "Učí neústupné vůli (1. pozice).", ""
"534", "Učí Molten Blast (1. pozice).", ""
"535", "Učí oddělení stínů.", ""
"536", "Učí léčit jed (1. pozice).", ""
"537", "Učí nehynoucí sílu (1. pozice).", ""
"538", "Učí léčivou vlnu (2. pozice).", ""
"539", "Učí Moonfire (Rank 2).", ""
"540", "Učí Nullify Disease (Rank 1).", ""
"541", "Učí požární odolnosti.", ""
"542", "", ""
"543", "Absorbuje $s1 ohnivého zranění.  Přetrvá $d.", "Absorbuje ohnivé zranění."
"544", "Vyzývá duchy k obraně cíle a zvyšuje brnění o $s1 na $d.", ""
"545", "Spálí cíl roztaveným ohněm a způsobí $s1 požární poškození.", ""
"546", "Umožní přátelskému cíli kráčet po vodě po dobu $d. Jakékoliv poškození efekt přeruší.", "Chodí po vodě."
"547", "Vyléčí přátelský cíl za $s1.", ""
"548", "Vykouzlí střelu blesku na cíl za $s1 Přírodního poškození.", ""
"549", "Naplňuje cíl duchy starověku, zvyšuje $ghis:ji; Sílu o $s1 na $d.", ""
"550", "Cíl je imunní proti jedu pro $d a je vyléčen z nějakých existujících jedů.", "imuní proti jedu."
"552", "Pokusí se vyléčit $s2 efekt nákazy na cíli a $10872s1 další efekt nákazy každé $t1 sekundy po dubu $d.", "Pokusí se o rozptýlení $10872s1 nákazy každé $t1 sekundy."
"553", "", ""
"554", "Zvyšuje stamina cíle o $s1 na $d.", ""
"555", "", ""
"556", "Vrhne sesílajícího přes nicotu zpět do $z.  Promluv s Hostinským v různých krčmách ke změnění tvého domova.", ""
"557", "Učí Lightning Shield (Rank 2).", ""
"558", "Učí očistu.", ""
"559", "Učí exorcismus (3. pozice).", ""
"560", "Učí Spirit Armor (Rank 2).", ""
"561", "Učí Molten Blast (Rank 2).", ""
"562", "Učí chůzi po vodě.", ""
"563", "Naučí tě Měsíční oheň (Rank 6).", ""
"564", "", ""
"565", "Učí léčivou vlnu (3. pozice).", ""
"566", "Učí Lightning Bolt (Rank 3).", ""
"567", "Učí nehynoucí sílu (2. pozice).", ""
"568", "Působí $s1 Tajemného poškození všem nepřátelům v rozsahu $a1 yardů, snižuje jejich pohyblivost o $s3% a odhodí je zpět.", "Pohyblivost snížena o $s3%."
"569", "Učí Nullify Poison (Rank 2).", ""
"570", "Učí dalekozrakost.", ""
"571", "Učí Nullify Disease (Rank 2).", ""
"573", "Učí Moonfire (3. pozice).", ""
"574", "Naučit Vykoupení.", ""
"575", "Učí neústupné vůli (2. pozice).", ""
"576", "", ""
"577", "Učí Astral Recall.", ""
"578", "Přivolá a odvolá Černého vlka.", "Zvyšuje rychlost pohybu o $s2%."
"579", "Přivolá nebo odvolá Rudého vlka", "Zvyšuje rychlost pohybu o $s2%."
"580", "Přivolá a propustí sjízdného Timber Wolf.", "Zvyšuje rychlost o $s2%."
"581", "Přivolá nebo odvolá Zimního vlka.", "Zvyšuje rychlost pohybu o $s2%."
"585", "Udeří nepřítele za $s1 svatého poškození.", ""
"586", "Fade out, odradí nepřátele od útoku na vás na $d.", "Snížená úroveň ohrožení."
"587", "Vyčaruje $s1 $lmuffin:muffiny; a poskytne mágovi a $ghis:jí; spojencům něco k jídlu. Vyčarované předměty zmizí, pokud se odhlásíte déle než 15 minut.", ""
"588", "Výbuch svaté energie naplní sesilatele, zvyšuje jeho hodnotu zbroje o $s1.  Každý útok z blízka či z dálky proti knězi odstraní jeden náboj. Trvá $d nebo dokud $n náboje nejsou využity.", "Zvyšuje hodnotu zbroje o $s1."
"589", "Slovo temnoty způsobí $o1 stínového poškození po dobu $d.", "$s1 stínové poškození každou $t1 sekundu."
"590", "Svatá síla naplní cíl zvýšením jejich síly o $s1 na $d.", ""
"591", "Udeří nepřítele za $s1 svatého poškození.", ""
"592", "Sešle na duši prátelského hráče štít , který pohltí $s1 poškození. Trvá $d.  Dokud máte Štít, vaše kouzla nebudou přerušovány útoky nepřítele. Pokud na hráče sešlete Štít, nemůžete na nej poslat další po dobu $6788d.", "Pohltí poškození."
"593", "Slovo temnoty, které snižuje šanci cíle zasáhnout o $s1% na $d.", ""
"594", "Slovo temnoty způsobí $o1 stínového poškození po dobu $d.", "$s1 stínové poškození každou $t1 sekundu."
"595", "Zvyšuj brnění skupiny, dokud nevyprší doba trvání nebo se kněz nepřestane modlit.", ""
"596", "Mocná modlitba léčí členy skupiny v okruhu $a1 yardů po $s1.", ""
"597", "Vyčaruje $s1 $lloaf:bochníky; chleba, poskytne mágovi a $ghis:jí; spojencům něco k jídlu. Vyčarované předměty zmizí, pokud se odhlásíte déle než 15 minut.", ""
"598", "Udeří nepřítele za $s1 svatého poškození.", ""
"599", "Svatá síla naplní cíl zvýšením jejich síly o $s1 na $d.", ""
"600", "Sešle na duši prátelského hráče štít , který pohltí $s1 poškození. Trvá $d.  Dokud máte Štít, vaše kouzla nebudou přerušovány útoky nepřítele. Pokud na hráče sešlete Štít, nemůžete na nej poslat další po dobu $6788d.", "Pohltí poškození."
"601", "Vytvoří u tvého útočného hodnocení se zbraní typu Jednoruční meč o $s1.", ""
"602", "Výbuch svaté energie naplní sesilatele, zvyšuje jeho hodnotu zbroje o $s1.  Každý útok z blízka či z dálky proti knězi odstraní jeden náboj. Trvá $d nebo dokud $n náboje nejsou využity.", "Zvyšuje hodnotu zbroje o $s1."
"603", "Prokleje cíl blížící se zkázou a způsobí $s1 Stínové poškození po $d. Pokud cíl na toto poškození zemře, existuje šance, že bude povolán Doomguard. Nelze seslat na hráče.", "Způsobí $s1 Stínové poškození po $d."
"604", "Utlumená magie seslána na označeného člena party, sníží magické zranění o $s1 a léčící magii o  $s2.  Trvá $d.", "Redukuje magické zranění o  $s1 a léčící magii o $s2."
"605", "Ovládá humanoidní mysl až do úrovně $s1, ale prodlužuje dobu mezi jejími útoky o $s3%. Vydrží až $d.", "Charmed. Doba mezi útoky se prodloužila o $s3%."
"606", "Saje $o1 many z nepřátelského cíle po dobu $d.", "Sání many, $s1 bodů každých 5 sekund."
"607", "", ""
"608", "Učí vykouzlit jídlo (1. pozice).", ""
"609", "Učí vnitřní oheň (1. pozice).", ""
"610", "Učí stínové slovo: Bolest (1. pozice).", ""
"611", "Učí pečeť oběti (1. pozice).", ""
"612", "Učí Holy Smite (Rank 2).", ""
"613", "Učí menší léčení (2. pozice).", ""
"614", "Učí Shadow Word: Fumble (Rank 1).", ""
"615", "Učí magii rozptýlení (1. pozice).", ""
"616", "Učí Shadow Word: Pain (Rank 2).", ""
"617", "", ""
"618", "Učí modlitbu uzdravování (1. pozice).", ""
"619", "Učí vykouzlit jídlo (Rank 2).", ""
"620", "Učí Holy Smite (3. pozice).", ""
"621", "Učí léčitelský totem (1. pozice).", ""
"622", "Učí menší léčení (3. pozice).", ""
"624", "Učí vnitřní oheň (2. pozice).", ""
"625", "Učí Archimondovu kletbu.", ""
"626", "Teaches Seal of Might (Rank 3).", ""
"627", "Učí ovládání mysli.", ""
"628", "Učí hnilobu mysli.", ""
"629", "Žehná a chrání cíl zvýšením jejich brnění o $s1 na $d.", ""
"630", "Žehná a chrání cíl zvýšením jejich brnění o $s1 na $d.", ""
"631", "Učí léčitelský totem (3. pozice).", ""
"632", "Učí léčitelský totem (4. pozice).", ""
"633", "Léčí přátelský cíl za částku rovnající se maximálnímu zdraví Paladina. Při použití vyčerpá všechnu Paladinovu zbývající manu.", ""
"634", "", ""
"635", "Vyléčí přátelský cíl za $s1.", ""
"636", "Zvyšuje útočnou sílu všech členů party v $a1 yardech o $s1. Hráči na sobě mohou mít vždy pouze jednu auru na Paladina.", "Zvyšuje útočnou sílu o $s1."
"637", "", ""
"638", "", ""
"639", "Vyléčí přátelský cíl za $s1.", ""
"640", "", ""
"641", "", ""
"642", "Chrání paladina před všemi poškozeními a kouzly po dobu $d, ale prodlužuje dobu mezi vašimi útoky o $s2%. Jakmile je cíl chráněn, nemůže být znovu zranitelný pomocí Božského štítu, Božské ochrany nebo Blessing of Protection po dobu $25771d.", "Imunitní vůči všem útokům a kouzlům, ale prodlužuje dobu mezi vašimi útoky o $s2%."
"643", "Dává $s1 dodatečné zvýšení hodnoty zbroje všem členům skupiny v okruhu $a1 yardů.  Hráči mohou mít aktivní jen jednu auru od každého paladina.", "Zvyšuje hodnotu zbroje o $s1."
"644", "", ""
"645", "Zvyšuje útočnou sílu všech členů party v $a1 yardech o $s1. Hráči mohou mít na sobě vždy pouze jednu auru na Paladina.", "Zvyšuje útočnou sílu o $s1."
"646", "", ""
"647", "Vyléčí přátelský cíl za $s1.", ""
"648", "Umístí požehnání na přátelský cíl, které trvá $d. Pokaždé, když postava Blessed zasáhne nepřítele, postava Blessed získá $1136s1 zdraví. Hráči mohou mít v jednu chvíli pouze jedno požehnání na Paladina.", "Pokaždé, když zasáhnete nepřítele, získáte $1136s1 zdraví."
"649", "Zvyšuje regeneraci zdraví Paladina a blízkých členů skupiny o $s1 každých 5 sekund. Funguje pouze mimo boj. Hráči na sobě mohou mít vždy pouze jednu Auru na Paladina.", "Zvyšuje regeneraci zdraví o $s1 každých 5 sekund, když jsou mimo boj."
"650", "Učí vařit krev (1. pozice).", ""
"651", "Učí svaté slovo: Štít (5. pozice).", ""
"652", "", ""
"653", "Teaches Seal of Might (Rank 1).", ""
"654", "Učí strach (2. pozice).", ""
"655", "Učí vařit krev (2. pozice).", ""
"656", "Učí svaté světlo (Rank 2).", ""
"657", "Učí vytvářet větší kámen zdraví.", ""
"658", "Učí totem neviditelnosti.", ""
"659", "Učí Božský štít (1. pozice).", ""
"660", "", ""
"661", "Učí vařit krev (3. pozice).", ""
"662", "Teaches Seal of Might (Rank 2).", ""
"663", "Učí strach (3. pozice).", ""
"664", "Učí svaté světlo (3. pozice).", ""
"665", "", ""
"668", "", ""
"669", "", ""
"670", "", ""
"671", "", ""
"672", "", ""
"673", "Zvyšuje brnění o $s1 za $d.", "Brnění se zvýšilo o $s1."
"674", "Umožňuje nosit dvě jednoruční zbraně.", ""
"676", "Odzbrojit nepřítele na $d.", "Odzbrojen!"
"677", "", ""
"678", "Posvětí vaši zbraň a způsobí $s1 další poškození při příštím útoku. Veškeré způsobené poškození je považováno za svaté poškození.", ""
"679", "Posvětí vaši zbraň a způsobí $s1 další poškození při vašem příštím útoku. Veškeré způsobené poškození je považováno za svaté poškození.", ""
"680", "Posvětí vaši zbraň a způsobí $s1 další poškození při vašem příštím útoku. Veškeré způsobené poškození je považováno za svaté poškození.", ""
"682", "Snižte poškození cíle o $s1 za $d.", ""
"684", "", ""
"685", "", ""
"686", "Sešle stínovou šipku na nepřítele, způsobí $s1 stínového poškození.", ""
"687", "Chrání sesilatele, zvyšuje brnění o $m1 a obnovuje $s2 zdraví za 5 sekund. po dobu $d.", "Zvyšuje brnění o $s1 a obnovuje $s2 zdraví za 5 sekund."
"688", "Vyvolá démona pod nadvládou warlocka", ""
"689", "Přenáší $s1 zdraví každou sekundu z cíle na sesilatele. Trvá $d.", "Odčerpává $s1 zdraví každou sekundu sesilateli."
"690", "Odstřelí cíl pro $s1 poškození ohněm.", ""
"691", "Vyvolá služebníka Felhuntra, který poslouchá Warlocka.", ""
"692", "", ""
"693", "Vytváří vedlejší kámen duší. Kámen duše lze použít k uložení duše jednoho cíle. Pokud cíl zemře, zatímco jeho duše je uložena, bude moci vzkřísit s $3026s1 zdravím a $3026q1 manou. Vyčarované předměty zmizí, pokud se odhlásíte déle než 15 minut.", ""
"694", "Směšný útok, který způsobí $s1 poškození, střední míru ohrožení a nutí cíl zaměřit útoky na vás po dobu $d.", "Vysmívat se."
"695", "Sešle stínovou střelu na nepřítele,udělí $s1 Stínového poškození", ""
"696", "Chrání sesilatele, zvyšuje brnění o $m1 a obnovuje $s2 zdraví za 5 sekund. po dobu $d.", "Zvyšuje brnění o $s1 a obnovuje $s2 zdraví za 5 sekund."
"697", "Vyvolá Voidwalkera pod vedením Warlocka", ""
"698", "Vyčaruje portál pro vyvolání označeného člena skupiny.  Vyžaduje 2 další členy k dokončení rituálu.  Podle pravidel nesmí mít hráči combat, musí kliknout pravým tlačítkem myši na portál a nesmí se hýbat, dokud rituál nebude dokončen.", ""
"699", "Přenáší $s1 zdraví každou sekundu z cíle na sesilatele. Trvá $d.", "Odčerpává $s1 zdraví každou sekundu sesilateli."
"700", "Uspí nepřátelský cíl až na $d. Jakékoli způsobené poškození cíl probudí. V jednu chvíli může spát pouze jeden cíl.", "Spát."
"701", "Zasáhne cíl za $s1 ohnivého poškození.", ""
